timestamp,checkpointId,checkpointCode,checkpointName,routeId,routeCode,capacity,currentCrowd,inflow,outflow,netFlow,occupancyPercentage,averageSpeed,averageTransitTime,inTransitCount,weatherCondition,timeOfDay,dayOfWeek,isWeekend,scenario,isBottleneck,operationalStatus,dataStatus
2026-06-01T01:15:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,501,1,20,-19,11.7,2.48,91.9,172,CLEAR,1.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:15:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,450,24,18,6,9.4,2.07,92.8,110,CLEAR,1.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:30:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,405,0,16,-16,10.0,1.96,0.0,0,RAIN,1.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:30:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,681,19,29,-10,14.9,1.67,100.6,71,RAIN,1.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:30:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,630,6,26,-20,12.4,1.36,198.5,203,RAIN,1.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:30:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,483,2,20,-18,11.3,1.45,157.2,198,RAIN,1.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:30:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,457,26,19,7,9.6,1.51,127.2,107,RAIN,1.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:45:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,391,2,16,-14,9.7,3.15,0.0,0,CLEAR,1.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:45:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,659,4,26,-22,14.4,2.57,65.4,87,CLEAR,1.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:45:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,639,37,28,9,12.6,2.05,131.7,198,CLEAR,1.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:45:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,470,5,18,-13,11.0,2.63,86.7,226,CLEAR,1.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T01:45:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,464,27,20,7,9.7,2.01,95.5,101,CLEAR,1.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:00:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,380,2,13,-11,9.4,3.08,0.0,0,CLEAR,2.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:00:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,654,23,28,-5,14.3,2.58,65.1,81,CLEAR,2.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:00:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,645,31,25,6,12.7,2.24,120.5,196,CLEAR,2.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:00:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,511,61,20,41,11.9,2.57,88.7,192,CLEAR,2.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:00:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,452,4,16,-12,9.5,2.15,89.3,121,CLEAR,2.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:15:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,366,2,16,-14,9.0,2.03,0.0,0,SLEET,2.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:15:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,662,36,28,8,14.5,1.58,106.3,61,SLEET,2.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:15:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,653,35,27,8,12.9,1.36,198.5,194,SLEET,2.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:15:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,520,30,21,9,12.1,1.61,141.6,191,SLEET,2.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:15:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,458,25,19,6,9.6,1.46,131.5,120,SLEET,2.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:30:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,356,3,13,-10,8.8,3.05,0.0,0,CLEAR,2.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:30:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,637,3,28,-25,13.9,2.73,61.5,74,CLEAR,2.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:30:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,662,35,26,9,13.0,2.19,123.3,193,CLEAR,2.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:30:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,505,4,19,-15,11.8,2.4,95.0,217,CLEAR,2.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:30:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,464,26,20,6,9.7,2.03,94.6,119,CLEAR,2.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:45:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,342,3,17,-14,8.4,3.11,0.0,0,CLEAR,2.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:45:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,634,22,25,-3,13.8,2.61,64.4,75,CLEAR,2.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:45:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,641,6,27,-21,12.6,2.1,128.6,218,CLEAR,2.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:45:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,518,33,20,13,12.1,2.5,91.2,217,CLEAR,2.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T02:45:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,467,23,20,3,9.8,2.01,95.5,118,CLEAR,2.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:00:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,331,3,14,-11,8.2,3.15,0.0,0,CLEAR,3.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:00:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,648,39,25,14,14.1,2.69,62.5,60,CLEAR,3.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:00:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,649,36,28,8,12.8,2.12,127.4,216,CLEAR,3.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:00:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,530,36,24,12,12.4,2.42,94.2,217,CLEAR,3.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:00:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,473,25,19,6,9.9,2.0,96.0,124,CLEAR,3.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:15:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,316,2,17,-15,7.8,3.18,0.0,0,CLEAR,3.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:15:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,628,7,27,-20,13.7,2.77,60.6,77,CLEAR,3.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:15:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,656,35,28,7,12.9,2.09,129.2,216,CLEAR,3.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:15:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,514,4,20,-16,12.0,2.49,91.6,245,CLEAR,3.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:15:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,482,26,17,9,10.1,2.23,86.1,124,CLEAR,3.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:30:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,306,1,11,-10,7.6,3.15,0.0,0,CLEAR,3.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:30:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,622,19,25,-6,13.6,2.8,60.0,75,CLEAR,3.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:30:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,660,34,30,4,13.0,2.01,134.3,215,CLEAR,3.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:30:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,563,73,24,49,13.2,2.6,87.7,217,CLEAR,3.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:30:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,468,6,20,-14,9.8,2.08,92.3,148,CLEAR,3.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:45:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,295,1,12,-11,7.3,3.08,0.0,0,CLEAR,3.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:45:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,639,41,24,17,14.0,2.74,61.3,54,CLEAR,3.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:45:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,668,34,26,8,13.1,2.07,130.4,211,CLEAR,3.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:45:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,576,35,22,13,13.5,2.52,90.5,218,CLEAR,3.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T03:45:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,496,49,21,28,10.4,2.21,86.9,131,CLEAR,3.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:00:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,285,1,11,-10,7.0,3.05,0.0,0,CLEAR,4.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:00:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,638,24,25,-1,13.9,2.67,62.9,51,CLEAR,4.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:00:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,651,6,23,-17,12.8,2.1,128.6,236,CLEAR,4.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:00:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,555,4,25,-21,13.0,2.62,87.0,241,CLEAR,4.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:00:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,503,27,20,7,10.5,2.0,96.0,136,CLEAR,4.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:15:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,280,6,11,-5,6.9,3.07,0.0,0,CLEAR,4.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:15:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,637,25,26,-1,13.9,2.62,64.1,45,CLEAR,4.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:15:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,685,63,29,34,13.5,2.11,128.0,205,CLEAR,4.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:15:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,594,66,27,39,13.9,2.38,95.8,218,CLEAR,4.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:15:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,525,44,22,22,11.0,2.02,95.0,118,CLEAR,4.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:30:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,269,1,12,-11,6.6,3.17,0.0,0,CLEAR,4.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:30:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,629,18,26,-8,13.7,2.63,63.9,46,CLEAR,4.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:30:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,692,36,29,7,13.6,2.22,121.6,206,CLEAR,4.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:30:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,604,36,26,10,14.1,2.43,93.8,220,CLEAR,4.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:30:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,534,29,20,9,11.2,1.98,97.0,124,CLEAR,4.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:45:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,260,1,10,-9,6.4,3.2,0.0,0,CLEAR,4.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:45:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,623,20,26,-6,13.6,2.77,60.6,44,CLEAR,4.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:45:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,727,65,30,35,14.3,2.2,122.7,180,CLEAR,4.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:45:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,616,37,25,12,14.4,2.45,93.1,222,CLEAR,4.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T04:45:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,543,32,23,9,11.4,2.04,94.1,125,CLEAR,4.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:00:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,272,24,12,12,6.7,3.12,0.0,0,CLEAR,5.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:00:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,615,18,26,-8,13.4,2.74,61.3,45,CLEAR,5.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:00:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,758,59,28,31,14.9,2.09,129.2,153,CLEAR,5.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:00:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,660,72,28,44,15.4,2.44,93.4,195,CLEAR,5.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:00:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,552,32,23,9,11.5,2.14,89.7,131,CLEAR,5.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:15:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,294,34,12,22,7.3,3.11,0.0,0,CLEAR,5.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:15:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,608,17,24,-7,13.3,2.57,65.4,46,CLEAR,5.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:15:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,735,9,32,-23,14.5,2.12,127.4,177,CLEAR,5.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:15:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,643,9,26,-17,15.0,2.45,93.1,227,CLEAR,5.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:15:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,560,31,23,8,11.7,2.03,94.6,132,CLEAR,5.25,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:30:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,319,39,14,25,7.9,1.96,0.0,0,RAIN,5.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:30:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,617,35,26,9,13.5,1.69,99.4,38,RAIN,5.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:30:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,741,36,30,6,14.6,1.29,209.3,179,RAIN,5.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:30:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,681,65,27,38,15.9,1.55,147.1,201,RAIN,5.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:30:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,572,37,25,12,12.0,1.33,144.4,132,RAIN,5.5,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:45:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,349,46,16,30,8.6,3.23,0.0,0,CLEAR,5.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:45:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,603,9,23,-14,13.2,2.76,60.9,54,CLEAR,5.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:45:00,3,CP-03,Sheshnag Camp,1,RT-BALTAL,5080,750,38,29,9,14.8,2.08,129.8,177,CLEAR,5.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:45:00,4,CP-04,Panchtarni Camp,1,RT-PAHALGAM,4280,690,34,25,9,16.1,2.31,98.7,207,CLEAR,5.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T05:45:00,5,CP-05,Holy Cave Sanctum,1,RT-PAHALGAM,4780,584,37,25,12,12.2,2.07,92.8,131,CLEAR,5.75,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T06:00:00,1,CP-01,Baltal Base Camp,1,RT-BALTAL,4050,375,42,16,26,9.3,3.27,0.0,0,CLEAR,6.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
2026-06-01T06:00:00,2,CP-02,Domel Bridge,1,RT-BALTAL,4580,598,21,26,-5,13.1,2.55,65.9,58,CLEAR,6.0,1,False,NORMAL_DAY,False,NORMAL,SYNTHETIC_DATA
